country_code,year,diseases,sex,death_rate
FIN,2021,acute hepatitis a,FMLE,0.03
FJI,2021,acute hepatitis c,FMLE,0.01
FJI,2021,acute hepatitis a,FMLE,0.02
FJI,2021,syphilis,FMLE,1.94
FJI,2021,tuberculosis,FMLE,4.49
FJI,2021,genital herpes,FMLE,0.0
FJI,2021,hiv/aids,FMLE,3.92
FJI,2021,acute hepatitis b,FMLE,0.06
FJI,2021,trichomoniasis,FMLE,0.0
FJI,2021,acute hepatitis e,FMLE,0.01
FJI,2021,chlamydia,FMLE,0.02
FJI,2021,malaria,FMLE,0.0
FRA,2021,trichomoniasis,FMLE,0.0
FRA,2021,acute hepatitis e,FMLE,0.03
FRA,2021,hiv/aids,FMLE,0.19
FRA,2021,acute hepatitis b,FMLE,0.17
FRA,2021,tuberculosis,FMLE,0.41
FRA,2021,genital herpes,FMLE,0.0
FRA,2021,syphilis,FMLE,0.0
FRA,2021,acute hepatitis a,FMLE,0.13
FRA,2021,acute hepatitis c,FMLE,0.24
FRA,2021,malaria,FMLE,0.0
FRA,2021,chlamydia,FMLE,0.0
FSM,2021,syphilis,FMLE,1.34
FSM,2021,genital herpes,FMLE,0.0
FSM,2021,acute hepatitis a,FMLE,0.02
FSM,2021,acute hepatitis c,FMLE,0.0
FSM,2021,malaria,FMLE,0.0
FSM,2021,chlamydia,FMLE,0.0
FSM,2021,trichomoniasis,FMLE,0.0
FSM,2021,acute hepatitis e,FMLE,0.0
FSM,2021,hiv/aids,FMLE,0.0
FSM,2021,acute hepatitis b,FMLE,0.02
FSM,2021,tuberculosis,FMLE,6.61
GAB,2021,acute hepatitis a,FMLE,0.03
GAB,2021,syphilis,FMLE,2.35
GAB,2021,genital herpes,FMLE,0.0
GAB,2021,tuberculosis,FMLE,118.32
GAB,2021,hiv/aids,FMLE,92.07
GAB,2021,acute hepatitis b,FMLE,0.1
GAB,2021,trichomoniasis,FMLE,0.0
GAB,2021,chlamydia,FMLE,0.02
GAB,2021,acute hepatitis e,FMLE,0.01
GAB,2021,malaria,FMLE,18.78
GAB,2021,acute hepatitis c,FMLE,0.01
GBR,2021,tuberculosis,FMLE,0.25
GBR,2021,hiv/aids,FMLE,0.11
GBR,2021,acute hepatitis b,FMLE,0.04
GBR,2021,trichomoniasis,FMLE,0.0
GBR,2021,chlamydia,FMLE,0.0
GBR,2021,acute hepatitis e,FMLE,0.01
GBR,2021,malaria,FMLE,0.0
GBR,2021,acute hepatitis c,FMLE,0.12
GBR,2021,acute hepatitis a,FMLE,0.01
GBR,2021,syphilis,FMLE,0.08
GBR,2021,genital herpes,FMLE,0.0
GEO,2021,malaria,FMLE,0.0
GEO,2021,chlamydia,FMLE,0.0
GEO,2021,trichomoniasis,FMLE,0.0
GEO,2021,acute hepatitis e,FMLE,0.01
GEO,2021,acute hepatitis c,FMLE,3.37
GEO,2021,syphilis,FMLE,0.0
GEO,2021,genital herpes,FMLE,0.0
GEO,2021,acute hepatitis a,FMLE,0.0
GEO,2021,hiv/aids,FMLE,0.94
GEO,2021,acute hepatitis b,FMLE,0.68
GEO,2021,tuberculosis,FMLE,0.92
GHA,2021,hiv/aids,FMLE,34.64
GHA,2021,acute hepatitis b,FMLE,0.18
GHA,2021,trichomoniasis,FMLE,0.0
GHA,2021,acute hepatitis e,FMLE,0.06
GHA,2021,chlamydia,FMLE,0.01
GHA,2021,malaria,FMLE,34.64
GHA,2021,acute hepatitis c,FMLE,0.05
GHA,2021,acute hepatitis a,FMLE,0.26
GHA,2021,syphilis,FMLE,2.57
GHA,2021,tuberculosis,FMLE,37.15
GHA,2021,genital herpes,FMLE,0.0
GIN,2021,syphilis,FMLE,3.85
GIN,2021,genital herpes,FMLE,0.0
GIN,2021,trichomoniasis,FMLE,0.0
GIN,2021,tuberculosis,FMLE,21.45
GIN,2021,hiv/aids,FMLE,26.4
GIN,2021,acute hepatitis b,FMLE,1.04
GIN,2021,malaria,FMLE,75.24
GIN,2021,chlamydia,FMLE,0.02
GIN,2021,acute hepatitis e,FMLE,0.03
GIN,2021,acute hepatitis a,FMLE,0.39
GIN,2021,acute hepatitis c,FMLE,0.11
GMB,2021,hiv/aids,FMLE,51.57
GMB,2021,acute hepatitis b,FMLE,0.04
GMB,2021,tuberculosis,FMLE,31.59
GMB,2021,genital herpes,FMLE,0.0
GMB,2021,syphilis,FMLE,2.66
GMB,2021,acute hepatitis a,FMLE,0.05
GMB,2021,acute hepatitis c,FMLE,0.02
GMB,2021,malaria,FMLE,24.58
GMB,2021,chlamydia,FMLE,0.01
GMB,2021,trichomoniasis,FMLE,0.0
GMB,2021,acute hepatitis e,FMLE,0.01
GNB,2021,trichomoniasis,FMLE,0.0
GNB,2021,chlamydia,FMLE,0.02
GNB,2021,acute hepatitis e,FMLE,0.02
GNB,2021,malaria,FMLE,42.62
GNB,2021,acute hepatitis c,FMLE,0.1
GNB,2021,acute hepatitis a,FMLE,0.41
GNB,2021,syphilis,FMLE,3.21
GNB,2021,genital herpes,FMLE,0.0
GNB,2021,tuberculosis,FMLE,134.14
GNB,2021,hiv/aids,FMLE,56.58
GNB,2021,acute hepatitis b,FMLE,0.83
GNQ,2021,trichomoniasis,FMLE,0.0
GNQ,2021,acute hepatitis e,FMLE,0.01
GNQ,2021,hiv/aids,FMLE,137.72
GNQ,2021,acute hepatitis b,FMLE,0.04
GNQ,2021,tuberculosis,FMLE,86.62
GNQ,2021,genital herpes,FMLE,0.0
GNQ,2021,syphilis,FMLE,5.41
GNQ,2021,acute hepatitis a,FMLE,0.02
GNQ,2021,acute hepatitis c,FMLE,0.01
GNQ,2021,malaria,FMLE,46.66
GNQ,2021,chlamydia,FMLE,0.04
GRC,2021,chlamydia,FMLE,0.0
GRC,2021,acute hepatitis e,FMLE,0.05
GRC,2021,trichomoniasis,FMLE,0.0
GRC,2021,hiv/aids,FMLE,0.08
GRC,2021,tuberculosis,FMLE,0.23
GRC,2021,acute hepatitis b,FMLE,0.21
GRC,2021,syphilis,FMLE,0.0
GRC,2021,genital herpes,FMLE,0.0
GRC,2021,acute hepatitis a,FMLE,1.4
GRC,2021,acute hepatitis c,FMLE,0.2
GRC,2021,malaria,FMLE,0.0
GRD,2021,syphilis,FMLE,0.0
GRD,2021,genital herpes,FMLE,0.0
GRD,2021,tuberculosis,FMLE,1.22
GRD,2021,hiv/aids,FMLE,1.55
GRD,2021,acute hepatitis b,FMLE,0.0
GRD,2021,trichomoniasis,FMLE,0.0
GRD,2021,chlamydia,FMLE,0.0
GRD,2021,acute hepatitis e,FMLE,0.0
GRD,2021,malaria,FMLE,0.0
GRD,2021,acute hepatitis c,FMLE,0.0
GRD,2021,acute hepatitis a,FMLE,0.0
GTM,2021,tuberculosis,FMLE,2.25
GTM,2021,syphilis,FMLE,0.03
GTM,2021,genital herpes,FMLE,0.0
GTM,2021,hiv/aids,FMLE,2.88
GTM,2021,acute hepatitis b,FMLE,0.01
GTM,2021,trichomoniasis,FMLE,0.0
GTM,2021,chlamydia,FMLE,0.02
GTM,2021,acute hepatitis e,FMLE,0.0
GTM,2021,malaria,FMLE,0.0
GTM,2021,acute hepatitis c,FMLE,0.0
GTM,2021,acute hepatitis a,FMLE,0.04
GUY,2021,trichomoniasis,FMLE,0.0
GUY,2021,hiv/aids,FMLE,15.62
GUY,2021,acute hepatitis b,FMLE,0.37
GUY,2021,tuberculosis,FMLE,5.66
GUY,2021,malaria,FMLE,1.56
GUY,2021,chlamydia,FMLE,0.0
GUY,2021,acute hepatitis e,FMLE,0.07
GUY,2021,acute hepatitis c,FMLE,0.0
GUY,2021,syphilis,FMLE,0.01
GUY,2021,genital herpes,FMLE,0.0
GUY,2021,acute hepatitis a,FMLE,0.04
HND,2021,hiv/aids,FMLE,5.84
HND,2021,acute hepatitis b,FMLE,0.03
HND,2021,tuberculosis,FMLE,5.04
HND,2021,syphilis,FMLE,0.2
HND,2021,genital herpes,FMLE,0.0
HND,2021,acute hepatitis a,FMLE,0.06
HND,2021,acute hepatitis c,FMLE,0.01
HND,2021,chlamydia,FMLE,0.03
HND,2021,malaria,FMLE,0.0
HND,2021,trichomoniasis,FMLE,0.0
HND,2021,acute hepatitis e,FMLE,0.0
HRV,2021,trichomoniasis,FMLE,0.0
HRV,2021,acute hepatitis e,FMLE,0.0
HRV,2021,chlamydia,FMLE,0.0
HRV,2021,acute hepatitis c,FMLE,0.39
HRV,2021,malaria,FMLE,0.0
HRV,2021,acute hepatitis a,FMLE,0.01
HRV,2021,syphilis,FMLE,0.0
HRV,2021,tuberculosis,FMLE,0.43
HRV,2021,genital herpes,FMLE,0.0
HRV,2021,hiv/aids,FMLE,0.0
HRV,2021,acute hepatitis b,FMLE,0.1
HTI,2021,malaria,FMLE,0.51
HTI,2021,chlamydia,FMLE,0.09
HTI,2021,acute hepatitis e,FMLE,0.01
HTI,2021,trichomoniasis,FMLE,0.0
HTI,2021,hiv/aids,FMLE,14.21
HTI,2021,acute hepatitis b,FMLE,0.12
HTI,2021,tuberculosis,FMLE,14.63
HTI,2021,genital herpes,FMLE,0.0
HTI,2021,syphilis,FMLE,2.42
HTI,2021,acute hepatitis a,FMLE,0.34
HTI,2021,acute hepatitis c,FMLE,0.02
HUN,2021,hiv/aids,FMLE,0.04
HUN,2021,acute hepatitis b,FMLE,0.39
HUN,2021,trichomoniasis,FMLE,0.0
HUN,2021,acute hepatitis e,FMLE,0.01
HUN,2021,syphilis,FMLE,0.0
HUN,2021,tuberculosis,FMLE,0.23
HUN,2021,genital herpes,FMLE,0.0
HUN,2021,acute hepatitis c,FMLE,0.67
HUN,2021,acute hepatitis a,FMLE,0.03
HUN,2021,chlamydia,FMLE,0.0
HUN,2021,malaria,FMLE,0.0
IDN,2021,acute hepatitis c,FMLE,0.13
IDN,2021,malaria,FMLE,0.57
IDN,2021,acute hepatitis a,FMLE,0.52
IDN,2021,tuberculosis,FMLE,36.28
IDN,2021,hiv/aids,FMLE,7.5
IDN,2021,acute hepatitis b,FMLE,0.33
IDN,2021,syphilis,FMLE,0.68
IDN,2021,genital herpes,FMLE,0.0
IDN,2021,chlamydia,FMLE,0.01
IDN,2021,acute hepatitis e,FMLE,0.1
IDN,2021,trichomoniasis,FMLE,0.0
IND,2021,syphilis,FMLE,0.69
IND,2021,tuberculosis,FMLE,21.18
IND,2021,genital herpes,FMLE,0.0
IND,2021,hiv/aids,FMLE,1.98
IND,2021,acute hepatitis b,FMLE,0.64
IND,2021,trichomoniasis,FMLE,0.0
IND,2021,acute hepatitis e,FMLE,0.06
IND,2021,chlamydia,FMLE,0.06
IND,2021,malaria,FMLE,0.63
IND,2021,acute hepatitis c,FMLE,0.21
IND,2021,acute hepatitis a,FMLE,0.78
IRL,2021,acute hepatitis a,FMLE,0.08
IRL,2021,acute hepatitis c,FMLE,0.03
IRL,2021,tuberculosis,FMLE,0.33
IRL,2021,syphilis,FMLE,0.0
IRL,2021,genital herpes,FMLE,0.0
IRL,2021,trichomoniasis,FMLE,0.0
IRL,2021,hiv/aids,FMLE,0.08
IRL,2021,acute hepatitis b,FMLE,0.01
IRL,2021,malaria,FMLE,0.0
IRL,2021,chlamydia,FMLE,0.0
IRL,2021,acute hepatitis e,FMLE,0.09
IRN,2021,chlamydia,FMLE,0.0
IRN,2021,malaria,FMLE,0.0
IRN,2021,hiv/aids,FMLE,1.38
IRN,2021,acute hepatitis b,FMLE,0.23
IRN,2021,trichomoniasis,FMLE,0.0
IRN,2021,acute hepatitis e,FMLE,0.0
IRN,2021,syphilis,FMLE,0.16
IRN,2021,tuberculosis,FMLE,1.02
IRN,2021,genital herpes,FMLE,0.0
IRN,2021,acute hepatitis c,FMLE,0.0
IRN,2021,acute hepatitis a,FMLE,0.02
IRQ,2021,trichomoniasis,FMLE,0.0
IRQ,2021,chlamydia,FMLE,0.0
IRQ,2021,acute hepatitis e,FMLE,0.01
IRQ,2021,malaria,FMLE,0.0
IRQ,2021,acute hepatitis c,FMLE,0.0
IRQ,2021,acute hepatitis a,FMLE,0.1
IRQ,2021,syphilis,FMLE,0.68
IRQ,2021,genital herpes,FMLE,0.0
IRQ,2021,tuberculosis,FMLE,2.08
IRQ,2021,hiv/aids,FMLE,0.28
IRQ,2021,acute hepatitis b,FMLE,0.15
ISL,2021,acute hepatitis a,FMLE,0.04
ISL,2021,malaria,FMLE,0.0
ISL,2021,acute hepatitis c,FMLE,0.0
ISL,2021,hiv/aids,FMLE,0.0
ISL,2021,acute hepatitis b,FMLE,0.0
ISL,2021,chlamydia,FMLE,0.0
ISL,2021,trichomoniasis,FMLE,0.0
ISL,2021,acute hepatitis e,FMLE,0.0
ISL,2021,syphilis,FMLE,0.0
ISL,2021,genital herpes,FMLE,0.0
ISL,2021,tuberculosis,FMLE,0.29
ISR,2021,chlamydia,FMLE,0.0
ISR,2021,acute hepatitis e,FMLE,0.03
ISR,2021,trichomoniasis,FMLE,0.0
ISR,2021,hiv/aids,FMLE,0.1
ISR,2021,acute hepatitis b,FMLE,0.15
ISR,2021,tuberculosis,FMLE,0.1
ISR,2021,syphilis,FMLE,0.0
ISR,2021,genital herpes,FMLE,0.0
ISR,2021,acute hepatitis a,FMLE,0.21
ISR,2021,acute hepatitis c,FMLE,0.38
ISR,2021,malaria,FMLE,0.0
ITA,2021,hiv/aids,FMLE,0.32
ITA,2021,acute hepatitis b,FMLE,0.37
ITA,2021,trichomoniasis,FMLE,0.0
ITA,2021,acute hepatitis e,FMLE,0.01
ITA,2021,chlamydia,FMLE,0.0
ITA,2021,malaria,FMLE,0.0
ITA,2021,acute hepatitis c,FMLE,2.79
ITA,2021,acute hepatitis a,FMLE,0.33
ITA,2021,syphilis,FMLE,0.0
ITA,2021,tuberculosis,FMLE,0.35
ITA,2021,genital herpes,FMLE,0.0
JAM,2021,syphilis,FMLE,0.05
JAM,2021,genital herpes,FMLE,0.0
JAM,2021,tuberculosis,FMLE,0.17
JAM,2021,trichomoniasis,FMLE,0.0
JAM,2021,hiv/aids,FMLE,31.1
JAM,2021,acute hepatitis b,FMLE,0.04
JAM,2021,chlamydia,FMLE,0.03
JAM,2021,acute hepatitis e,FMLE,0.0
JAM,2021,malaria,FMLE,0.0
JAM,2021,acute hepatitis c,FMLE,0.0
JAM,2021,acute hepatitis a,FMLE,0.03
JOR,2021,acute hepatitis a,FMLE,0.02
JOR,2021,syphilis,FMLE,0.85
JOR,2021,genital herpes,FMLE,0.0
JOR,2021,tuberculosis,FMLE,0.1
JOR,2021,hiv/aids,FMLE,0.06
JOR,2021,acute hepatitis b,FMLE,0.05
JOR,2021,trichomoniasis,FMLE,0.0
JOR,2021,acute hepatitis e,FMLE,0.0
JOR,2021,chlamydia,FMLE,0.0
JOR,2021,malaria,FMLE,0.0
JOR,2021,acute hepatitis c,FMLE,0.01
JPN,2021,acute hepatitis a,FMLE,0.03
JPN,2021,tuberculosis,FMLE,2.07
JPN,2021,syphilis,FMLE,0.01
JPN,2021,genital herpes,FMLE,0.0
JPN,2021,chlamydia,FMLE,0.0
JPN,2021,trichomoniasis,FMLE,0.0
JPN,2021,acute hepatitis e,FMLE,0.01
JPN,2021,hiv/aids,FMLE,0.0
JPN,2021,acute hepatitis b,FMLE,0.41
JPN,2021,acute hepatitis c,FMLE,1.61
JPN,2021,malaria,FMLE,0.0
KAZ,2021,tuberculosis,FMLE,1.01
KAZ,2021,syphilis,FMLE,0.01
KAZ,2021,genital herpes,FMLE,0.0
KAZ,2021,acute hepatitis a,FMLE,0.0
KAZ,2021,acute hepatitis c,FMLE,0.0
KAZ,2021,malaria,FMLE,0.0
KAZ,2021,chlamydia,FMLE,0.01
KAZ,2021,trichomoniasis,FMLE,0.0
KAZ,2021,acute hepatitis e,FMLE,0.0
KAZ,2021,hiv/aids,FMLE,0.64
KAZ,2021,acute hepatitis b,FMLE,0.05
KEN,2021,tuberculosis,FMLE,21.02
KEN,2021,genital herpes,FMLE,0.0
KEN,2021,syphilis,FMLE,1.9
KEN,2021,trichomoniasis,FMLE,0.0
KEN,2021,acute hepatitis e,FMLE,0.02
KEN,2021,hiv/aids,FMLE,40.33
KEN,2021,acute hepatitis b,FMLE,0.39
KEN,2021,acute hepatitis c,FMLE,0.1
KEN,2021,malaria,FMLE,20.96
KEN,2021,chlamydia,FMLE,0.03
KEN,2021,acute hepatitis a,FMLE,0.36
KGZ,2021,hiv/aids,FMLE,1.99
KGZ,2021,acute hepatitis b,FMLE,0.06
KGZ,2021,tuberculosis,FMLE,4.09
KGZ,2021,genital herpes,FMLE,0.0
KGZ,2021,syphilis,FMLE,0.01
KGZ,2021,acute hepatitis a,FMLE,0.03
KGZ,2021,acute hepatitis c,FMLE,0.0
KGZ,2021,malaria,FMLE,0.0
KGZ,2021,chlamydia,FMLE,0.01
KGZ,2021,acute hepatitis e,FMLE,0.0
KGZ,2021,trichomoniasis,FMLE,0.0
KHM,2021,acute hepatitis c,FMLE,0.2
KHM,2021,acute hepatitis a,FMLE,0.56
KHM,2021,tuberculosis,FMLE,16.78
KHM,2021,syphilis,FMLE,0.13
KHM,2021,genital herpes,FMLE,0.0
KHM,2021,hiv/aids,FMLE,7.48
KHM,2021,acute hepatitis b,FMLE,0.53
KHM,2021,trichomoniasis,FMLE,0.0
KHM,2021,chlamydia,FMLE,0.01
KHM,2021,acute hepatitis e,FMLE,0.06
KHM,2021,malaria,FMLE,0.06
KIR,2021,acute hepatitis c,FMLE,0.06
KIR,2021,acute hepatitis a,FMLE,0.44
KIR,2021,syphilis,FMLE,2.7
KIR,2021,genital herpes,FMLE,0.0
KIR,2021,tuberculosis,FMLE,30.37
KIR,2021,hiv/aids,FMLE,0.0
KIR,2021,acute hepatitis b,FMLE,0.66
KIR,2021,trichomoniasis,FMLE,0.0
KIR,2021,chlamydia,FMLE,0.02
KIR,2021,acute hepatitis e,FMLE,0.02
KIR,2021,malaria,FMLE,0.0
KOR,2021,chlamydia,FMLE,0.0
KOR,2021,trichomoniasis,FMLE,0.0
KOR,2021,acute hepatitis e,FMLE,0.01
KOR,2021,hiv/aids,FMLE,0.01
KOR,2021,acute hepatitis b,FMLE,0.69
KOR,2021,tuberculosis,FMLE,2.83
KOR,2021,syphilis,FMLE,0.06
KOR,2021,genital herpes,FMLE,0.0
KOR,2021,acute hepatitis a,FMLE,0.1
KOR,2021,acute hepatitis c,FMLE,0.19
KOR,2021,malaria,FMLE,0.0
KWT,2021,syphilis,FMLE,0.0
KWT,2021,acute hepatitis a,FMLE,0.0
KWT,2021,acute hepatitis c,FMLE,0.0
KWT,2021,malaria,FMLE,0.0
KWT,2021,chlamydia,FMLE,0.0
KWT,2021,trichomoniasis,FMLE,0.0
KWT,2021,acute hepatitis e,FMLE,0.0
KWT,2021,hiv/aids,FMLE,0.06
KWT,2021,acute hepatitis b,FMLE,0.0
KWT,2021,tuberculosis,FMLE,0.53
KWT,2021,genital herpes,FMLE,0.0
LAO,2021,syphilis,FMLE,0.68
LAO,2021,genital herpes,FMLE,0.0
LAO,2021,acute hepatitis a,FMLE,0.12
LAO,2021,hiv/aids,FMLE,3.96
LAO,2021,acute hepatitis b,FMLE,0.1
LAO,2021,tuberculosis,FMLE,25.76
LAO,2021,chlamydia,FMLE,0.01
LAO,2021,malaria,FMLE,0.08
LAO,2021,trichomoniasis,FMLE,0.0
LAO,2021,acute hepatitis e,FMLE,0.01
LAO,2021,acute hepatitis c,FMLE,0.02
LBN,2021,acute hepatitis a,FMLE,0.02
LBN,2021,syphilis,FMLE,0.27
LBN,2021,malaria,FMLE,0.0
LBN,2021,acute hepatitis c,FMLE,0.01
LBN,2021,trichomoniasis,FMLE,0.0
LBN,2021,acute hepatitis e,FMLE,0.01
LBN,2021,chlamydia,FMLE,0.01
LBN,2021,tuberculosis,FMLE,0.71
LBN,2021,genital herpes,FMLE,0.0
LBN,2021,hiv/aids,FMLE,0.23
LBN,2021,acute hepatitis b,FMLE,0.05
LBR,2021,chlamydia,FMLE,0.02
LBR,2021,trichomoniasis,FMLE,0.0
LBR,2021,acute hepatitis e,FMLE,0.02
LBR,2021,hiv/aids,FMLE,17.96
LBR,2021,acute hepatitis b,FMLE,0.59
LBR,2021,tuberculosis,FMLE,73.13
LBR,2021,genital herpes,FMLE,0.0
LBR,2021,syphilis,FMLE,4.51
LBR,2021,acute hepatitis a,FMLE,0.25
LBR,2021,acute hepatitis c,FMLE,0.06
LBR,2021,malaria,FMLE,77.26
LBY,2021,chlamydia,FMLE,0.0
LBY,2021,trichomoniasis,FMLE,0.0
LBY,2021,acute hepatitis e,FMLE,0.01
LBY,2021,acute hepatitis c,FMLE,0.0
LBY,2021,malaria,FMLE,0.0
LBY,2021,syphilis,FMLE,0.1
LBY,2021,acute hepatitis a,FMLE,0.03
LBY,2021,hiv/aids,FMLE,1.01
LBY,2021,acute hepatitis b,FMLE,0.34
LBY,2021,tuberculosis,FMLE,13.19
LBY,2021,genital herpes,FMLE,0.0
LCA,2021,acute hepatitis c,FMLE,0.0
LCA,2021,malaria,FMLE,0.0
LCA,2021,chlamydia,FMLE,0.07
LCA,2021,trichomoniasis,FMLE,0.0
LCA,2021,acute hepatitis e,FMLE,0.0
LCA,2021,hiv/aids,FMLE,0.0
LCA,2021,acute hepatitis b,FMLE,0.03
LCA,2021,tuberculosis,FMLE,0.72
LCA,2021,genital herpes,FMLE,0.0
LCA,2021,syphilis,FMLE,0.12
LCA,2021,acute hepatitis a,FMLE,0.0
LKA,2021,acute hepatitis a,FMLE,0.01
LKA,2021,syphilis,FMLE,0.08
LKA,2021,tuberculosis,FMLE,2.14
LKA,2021,genital herpes,FMLE,0.0
LKA,2021,hiv/aids,FMLE,0.36
LKA,2021,acute hepatitis b,FMLE,0.03
LKA,2021,trichomoniasis,FMLE,0.0
LKA,2021,acute hepatitis e,FMLE,0.0
LKA,2021,chlamydia,FMLE,0.02
LKA,2021,malaria,FMLE,0.0
LKA,2021,acute hepatitis c,FMLE,0.0
LSO,2021,acute hepatitis c,FMLE,0.09
LSO,2021,malaria,FMLE,0.0
LSO,2021,syphilis,FMLE,2.36
LSO,2021,acute hepatitis a,FMLE,0.47
LSO,2021,hiv/aids,FMLE,191.29
LSO,2021,acute hepatitis b,FMLE,1.0
LSO,2021,tuberculosis,FMLE,134.75
LSO,2021,genital herpes,FMLE,0.0
LSO,2021,chlamydia,FMLE,0.09
LSO,2021,trichomoniasis,FMLE,0.0
LSO,2021,acute hepatitis e,FMLE,0.04
LTU,2021,acute hepatitis c,FMLE,0.41
LTU,2021,malaria,FMLE,0.0
LTU,2021,acute hepatitis a,FMLE,0.29
LTU,2021,tuberculosis,FMLE,1.71
LTU,2021,syphilis,FMLE,0.0
LTU,2021,genital herpes,FMLE,0.0
LTU,2021,chlamydia,FMLE,0.0
LTU,2021,trichomoniasis,FMLE,0.0
LTU,2021,acute hepatitis e,FMLE,0.0
LTU,2021,hiv/aids,FMLE,0.41
LTU,2021,acute hepatitis b,FMLE,0.07
LUX,2021,hiv/aids,FMLE,0.34
LUX,2021,acute hepatitis b,FMLE,0.0
LUX,2021,tuberculosis,FMLE,0.18
LUX,2021,syphilis,FMLE,0.0
LUX,2021,genital herpes,FMLE,0.0
LUX,2021,acute hepatitis a,FMLE,0.01
LUX,2021,acute hepatitis c,FMLE,0.48
LUX,2021,chlamydia,FMLE,0.0
LUX,2021,malaria,FMLE,0.0
LUX,2021,trichomoniasis,FMLE,0.0
LUX,2021,acute hepatitis e,FMLE,0.0
LVA,2021,chlamydia,FMLE,0.0
LVA,2021,acute hepatitis e,FMLE,0.0
LVA,2021,malaria,FMLE,0.0
LVA,2021,acute hepatitis c,FMLE,1.5
LVA,2021,acute hepatitis a,FMLE,0.62
LVA,2021,syphilis,FMLE,0.0
LVA,2021,genital herpes,FMLE,0.0
LVA,2021,tuberculosis,FMLE,1.1
LVA,2021,trichomoniasis,FMLE,0.0
LVA,2021,hiv/aids,FMLE,1.79
LVA,2021,acute hepatitis b,FMLE,0.0
MAR,2021,chlamydia,FMLE,0.01
MAR,2021,trichomoniasis,FMLE,0.0
MAR,2021,acute hepatitis e,FMLE,0.01
MAR,2021,hiv/aids,FMLE,0.85
MAR,2021,acute hepatitis b,FMLE,0.32
MAR,2021,tuberculosis,FMLE,9.06
MAR,2021,genital herpes,FMLE,0.0
MAR,2021,syphilis,FMLE,0.62
MAR,2021,acute hepatitis a,FMLE,0.07
MAR,2021,acute hepatitis c,FMLE,0.01
MAR,2021,malaria,FMLE,0.0
MDA,2021,trichomoniasis,FMLE,0.0
MDA,2021,acute hepatitis e,FMLE,0.0
MDA,2021,chlamydia,FMLE,0.0
MDA,2021,malaria,FMLE,0.0
MDA,2021,acute hepatitis c,FMLE,0.0
MDA,2021,acute hepatitis a,FMLE,0.13
MDA,2021,syphilis,FMLE,0.0
MDA,2021,tuberculosis,FMLE,2.35
MDA,2021,genital herpes,FMLE,0.0
MDA,2021,hiv/aids,FMLE,4.03
MDA,2021,acute hepatitis b,FMLE,0.07
MDG,2021,tuberculosis,FMLE,44.11
MDG,2021,hiv/aids,FMLE,14.55
MDG,2021,acute hepatitis b,FMLE,0.22
MDG,2021,trichomoniasis,FMLE,0.0
MDG,2021,chlamydia,FMLE,0.08
MDG,2021,acute hepatitis e,FMLE,0.01
MDG,2021,malaria,FMLE,41.48
MDG,2021,acute hepatitis c,FMLE,0.04
MDG,2021,acute hepatitis a,FMLE,0.25
MDG,2021,syphilis,FMLE,4.22
MDG,2021,genital herpes,FMLE,0.0
MDV,2021,hiv/aids,FMLE,0.06
MDV,2021,acute hepatitis b,FMLE,0.07
MDV,2021,chlamydia,FMLE,0.04
MDV,2021,trichomoniasis,FMLE,0.0
MDV,2021,acute hepatitis e,FMLE,0.01
MDV,2021,malaria,FMLE,0.0
MDV,2021,acute hepatitis c,FMLE,0.01
MDV,2021,acute hepatitis a,FMLE,0.01
MDV,2021,syphilis,FMLE,0.07
MDV,2021,genital herpes,FMLE,0.0
MDV,2021,tuberculosis,FMLE,1.18
MEX,2021,acute hepatitis c,FMLE,0.35
MEX,2021,malaria,FMLE,0.0
MEX,2021,chlamydia,FMLE,0.0
MEX,2021,acute hepatitis e,FMLE,0.01
MEX,2021,trichomoniasis,FMLE,0.0
MEX,2021,hiv/aids,FMLE,1.18
MEX,2021,acute hepatitis b,FMLE,0.14
MEX,2021,tuberculosis,FMLE,0.97
MEX,2021,syphilis,FMLE,0.01
MEX,2021,genital herpes,FMLE,0.0
MEX,2021,acute hepatitis a,FMLE,0.34
MKD,2021,hiv/aids,FMLE,0.0
MKD,2021,acute hepatitis b,FMLE,0.17
MKD,2021,trichomoniasis,FMLE,0.0
MKD,2021,acute hepatitis e,FMLE,0.0
MKD,2021,chlamydia,FMLE,0.0
MKD,2021,malaria,FMLE,0.0
MKD,2021,acute hepatitis c,FMLE,0.0
MKD,2021,acute hepatitis a,FMLE,0.01
MKD,2021,syphilis,FMLE,0.01
MKD,2021,tuberculosis,FMLE,0.35
MKD,2021,genital herpes,FMLE,0.0
MLI,2021,malaria,FMLE,92.76
MLI,2021,chlamydia,FMLE,0.02
MLI,2021,trichomoniasis,FMLE,0.0
MLI,2021,acute hepatitis e,FMLE,0.01
MLI,2021,hiv/aids,FMLE,24.48
MLI,2021,acute hepatitis b,FMLE,0.07
MLI,2021,tuberculosis,FMLE,7.87
MLI,2021,genital herpes,FMLE,0.0
MLI,2021,syphilis,FMLE,4.82
MLI,2021,acute hepatitis a,FMLE,0.09
MLI,2021,acute hepatitis c,FMLE,0.04
MLT,2021,trichomoniasis,FMLE,0.0
MLT,2021,hiv/aids,FMLE,0.2
MLT,2021,acute hepatitis b,FMLE,0.0
MLT,2021,tuberculosis,FMLE,0.0
MLT,2021,syphilis,FMLE,0.0
MLT,2021,genital herpes,FMLE,0.0
MLT,2021,acute hepatitis a,FMLE,0.58
