indicator_code,indicator_name,year,start_year,end_year,sex_type,sex_code,sex_name,numeric,value,lower_bound,upper_bound
TB_c_mdr_tx,Cases started on MDR-TB treatment,2020,2020,2020,Sex,BTSX,Both sexes,1584.0,1584,53944.528461538466,122130.61538461539
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,2016,2016,2016,Sex,BTSX,Both sexes,83.0,83,53944.528461538466,122130.61538461539
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),2017,2017,2017,Sex,BTSX,Both sexes,77.0,77,53944.528461538466,122130.61538461539
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",2002,2002,2002,Sex,BTSX,Both sexes,65000.0,65 000 [25 000-124 000],25000.0,124000.0
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,2019,2019,2019,Sex,BTSX,Both sexes,81.0,81,53944.528461538466,122130.61538461539
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),2002,2002,2002,Sex,BTSX,Both sexes,49.0,49 [19-93],19.0,93.0
TB_c_new_tsr,Treatment success rate: new TB cases,2022,2022,2022,Sex,BTSX,Both sexes,93.0,93,53944.528461538466,122130.61538461539
TB_hivtest_pct,TB patients with known HIV status (%),2006,2006,2006,Sex,BTSX,Both sexes,10.0,10,53944.528461538466,122130.61538461539
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),2022,2022,2022,Sex,BTSX,Both sexes,5.7,5.7,53944.528461538466,122130.61538461539
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,2022,2022,2022,Sex,BTSX,Both sexes,3932.0,3932,53944.528461538466,122130.61538461539
TB_c_mdr_tx,Cases started on MDR-TB treatment,2018,2018,2018,Sex,BTSX,Both sexes,1895.0,1895,53944.528461538466,122130.61538461539
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),2018,2018,2018,Sex,BTSX,Both sexes,65.0,65,53944.528461538466,122130.61538461539
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),2017,2017,2017,Sex,BTSX,Both sexes,85.0,85,53944.528461538466,122130.61538461539
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,2021,2021,2021,Sex,BTSX,Both sexes,80.0,80,53944.528461538466,122130.61538461539
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",2009,2009,2009,Sex,BTSX,Both sexes,91000.0,91 000 [59 000-129 000],59000.0,129000.0
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),2023,2023,2023,Sex,BTSX,Both sexes,4.9,4.9,53944.528461538466,122130.61538461539
TB_1,Tuberculosis treatment coverage,2020,2020,2020,Sex,BTSX,Both sexes,29.0,29 [20-44],20.0,44.0
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),2009,2009,2009,Sex,BTSX,Both sexes,219.0,219 [143-311],143.0,311.0
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,2021,2021,2021,Sex,BTSX,Both sexes,78.0,78,53944.528461538466,122130.61538461539
TB_hivtest_pct,TB patients with known HIV status (%),2003,2003,2003,Sex,BTSX,Both sexes,22.0,22,53944.528461538466,122130.61538461539
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,2017,2017,2017,Sex,BTSX,Both sexes,82.0,82,53944.528461538466,122130.61538461539
TB_e_inc_num_014,Number of incident tuberculosis cases in children aged 0 - 14,2023,2023,2023,Sex,BTSX,Both sexes,59000.0,59 000 [33 000-84 000],33000.0,84000.0
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),2011,2011,2011,Sex,BTSX,Both sexes,43.0,43,53944.528461538466,122130.61538461539
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,2013,2013,2013,Sex,BTSX,Both sexes,554.0,554,53944.528461538466,122130.61538461539
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),2008,2008,2008,Sex,BTSX,Both sexes,219.0,219 [143-311],143.0,311.0
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,2015,2015,2015,Sex,BTSX,Both sexes,76.0,76,53944.528461538466,122130.61538461539
TB_hivtest_pct,TB patients with known HIV status (%),2023,2023,2023,Sex,BTSX,Both sexes,97.0,97,53944.528461538466,122130.61538461539
TB_c_mdr_tx,Cases started on MDR-TB treatment,2008,2008,2008,Sex,BTSX,Both sexes,0.0,0,53944.528461538466,122130.61538461539
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),2000,2000,2000,Sex,BTSX,Both sexes,63.0,63 [25-117],25.0,117.0
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),2022,2022,2022,Sex,BTSX,Both sexes,82.0,82,53944.528461538466,122130.61538461539
TB_hivtest_pct,TB patients with known HIV status (%),2014,2014,2014,Sex,BTSX,Both sexes,92.0,92,53944.528461538466,122130.61538461539
TB_c_mdr_tx,Cases started on MDR-TB treatment,2011,2011,2011,Sex,BTSX,Both sexes,38.0,38,53944.528461538466,122130.61538461539
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),2014,2014,2014,Sex,BTSX,Both sexes,219.0,219 [143-311],143.0,311.0
TB_1,Tuberculosis treatment coverage,2018,2018,2018,Sex,BTSX,Both sexes,23.0,23 [16-35],16.0,35.0
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),2021,2021,2021,Sex,BTSX,Both sexes,84.0,84,53944.528461538466,122130.61538461539
TB_hivtest_pct,TB patients with known HIV status (%),2013,2013,2013,Sex,BTSX,Both sexes,88.0,88,53944.528461538466,122130.61538461539
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),2017,2017,2017,Sex,BTSX,Both sexes,30.0,30 [20-43],20.0,43.0
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),2006,2006,2006,Sex,BTSX,Both sexes,219.0,219 [143-311],143.0,311.0
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),2008,2008,2008,Sex,BTSX,Both sexes,0.37,0.37,53944.528461538466,122130.61538461539
TB_1,Tuberculosis treatment coverage,2008,2008,2008,Sex,BTSX,Both sexes,25.0,25 [17-38],17.0,38.0
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),2002,2002,2002,Sex,BTSX,Both sexes,219.0,219 [143-311],143.0,311.0
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,2014,2014,2014,Sex,BTSX,Both sexes,79.0,79,53944.528461538466,122130.61538461539
TB_c_new_tsr,Treatment success rate: new TB cases,1997,1997,1997,Sex,BTSX,Both sexes,73.0,73,53944.528461538466,122130.61538461539
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",2019,2019,2019,Sex,BTSX,Both sexes,48000.0,48 000 [32 000-69 000],32000.0,69000.0
TB_c_newinc,Tuberculosis - new and relapse cases,2010,2010,2010,Sex,BTSX,Both sexes,84121.0,84 121,53944.528461538466,122130.61538461539
TB_hivtest_pct,TB patients with known HIV status (%),2011,2011,2011,Sex,BTSX,Both sexes,81.0,81,53944.528461538466,122130.61538461539
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,2007,2007,2007,Sex,BTSX,Both sexes,67.0,67,53944.528461538466,122130.61538461539
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,2010,2010,2010,Sex,BTSX,Both sexes,82.0,82,53944.528461538466,122130.61538461539
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,2018,2018,2018,Sex,BTSX,Both sexes,76.0,76,53944.528461538466,122130.61538461539
TB_c_mdr_tx,Cases started on MDR-TB treatment,2023,2023,2023,Sex,BTSX,Both sexes,3047.0,3047,53944.528461538466,122130.61538461539
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,2023,2023,2023,Sex,BTSX,Both sexes,3642.0,3642,53944.528461538466,122130.61538461539
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),2009,2009,2009,Sex,BTSX,Both sexes,26.0,26,53944.528461538466,122130.61538461539
TB_c_new_tsr,Treatment success rate: new TB cases,2016,2016,2016,Sex,BTSX,Both sexes,86.0,86,53944.528461538466,122130.61538461539
TB_e_inc_num,Number of incident tuberculosis cases,2017,2017,2017,Sex,BTSX,Both sexes,439000.0,439 000 [286 000-623 000],286000.0,623000.0
TB_c_new_tsr,Treatment success rate: new TB cases,2003,2003,2003,Sex,BTSX,Both sexes,78.0,78,53944.528461538466,122130.61538461539
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),2020,2020,2020,Sex,BTSX,Both sexes,83.0,83,53944.528461538466,122130.61538461539
TB_e_inc_num,Number of incident tuberculosis cases,2001,2001,2001,Sex,BTSX,Both sexes,284000.0,284 000 [186 000-404 000],186000.0,404000.0
TB_c_new_tsr,Treatment success rate: new TB cases,2019,2019,2019,Sex,BTSX,Both sexes,88.0,88,53944.528461538466,122130.61538461539
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,2016,2016,2016,Sex,BTSX,Both sexes,1686.0,1686,53944.528461538466,122130.61538461539
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",2022,2022,2022,Sex,BTSX,Both sexes,28000.0,28 000 [18 000-40 000],18000.0,40000.0
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),2010,2010,2010,Sex,BTSX,Both sexes,33.0,33,53944.528461538466,122130.61538461539
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),2008,2008,2008,Sex,BTSX,Both sexes,60.0,60 [39-85],39.0,85.0
TB_1,Tuberculosis treatment coverage,2019,2019,2019,Sex,BTSX,Both sexes,26.0,26 [18-39],18.0,39.0
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),2004,2004,2004,Sex,BTSX,Both sexes,43.0,43 [16-84],16.0,84.0
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),2022,2022,2022,Sex,BTSX,Both sexes,13.0,13 [8.2-18],8.2,18.0
TB_c_newinc,Tuberculosis - new and relapse cases,2002,2002,2002,Sex,BTSX,Both sexes,38628.0,38 628,53944.528461538466,122130.61538461539
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),2010,2010,2010,Sex,BTSX,Both sexes,219.0,219 [143-311],143.0,311.0
TB_hivtest_pct,TB patients with known HIV status (%),2018,2018,2018,Sex,BTSX,Both sexes,100.0,100,53944.528461538466,122130.61538461539
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),2012,2012,2012,Sex,BTSX,Both sexes,4.2,4.2,53944.528461538466,122130.61538461539
TB_c_newinc,Tuberculosis - new and relapse cases,2001,2001,2001,Sex,BTSX,Both sexes,45842.0,45 842,53944.528461538466,122130.61538461539
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,2011,2011,2011,Sex,BTSX,Both sexes,73.0,73,53944.528461538466,122130.61538461539
TB_c_newinc,Tuberculosis - new and relapse cases,2007,2007,2007,Sex,BTSX,Both sexes,82417.0,82 417,53944.528461538466,122130.61538461539
TB_1,Tuberculosis treatment coverage,2010,2010,2010,Sex,BTSX,Both sexes,23.0,23 [16-35],16.0,35.0
TB_c_newinc,Tuberculosis - new and relapse cases,2003,2003,2003,Sex,BTSX,Both sexes,44445.0,44 445,53944.528461538466,122130.61538461539
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),2021,2021,2021,Sex,BTSX,Both sexes,13.0,13 [8.5-18],8.5,18.0
TB_c_mdr_tx,Cases started on MDR-TB treatment,2013,2013,2013,Sex,BTSX,Both sexes,426.0,426,53944.528461538466,122130.61538461539
TB_hivtest_pct,TB patients with known HIV status (%),2004,2004,2004,Sex,BTSX,Both sexes,3.0,3,53944.528461538466,122130.61538461539
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),2003,2003,2003,Sex,BTSX,Both sexes,0.92,0.92,53944.528461538466,122130.61538461539
TB_c_mdr_tx,Cases started on MDR-TB treatment,2017,2017,2017,Sex,BTSX,Both sexes,1786.0,1786,53944.528461538466,122130.61538461539
TB_c_newinc,Tuberculosis - new and relapse cases,2018,2018,2018,Sex,BTSX,Both sexes,103921.0,103 921,53944.528461538466,122130.61538461539
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),2004,2004,2004,Sex,BTSX,Both sexes,18.0,18,53944.528461538466,122130.61538461539
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),2007,2007,2007,Sex,BTSX,Both sexes,219.0,219 [143-311],143.0,311.0
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),2008,2008,2008,Sex,BTSX,Both sexes,45.0,45,53944.528461538466,122130.61538461539
TB_c_newinc,Tuberculosis - new and relapse cases,2023,2023,2023,Sex,BTSX,Both sexes,367250.0,367 250,53944.528461538466,122130.61538461539
TB_c_new_tsr,Treatment success rate: new TB cases,2011,2011,2011,Sex,BTSX,Both sexes,85.0,85,53944.528461538466,122130.61538461539
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,2001,2001,2001,Sex,BTSX,Both sexes,71.0,71,53944.528461538466,122130.61538461539
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),2003,2003,2003,Sex,BTSX,Both sexes,45.0,45 [17-87],17.0,87.0
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),2019,2019,2019,Sex,BTSX,Both sexes,11.0,11,53944.528461538466,122130.61538461539
TB_c_new_tsr,Treatment success rate: new TB cases,2020,2020,2020,Sex,BTSX,Both sexes,90.0,90,53944.528461538466,122130.61538461539
TB_e_inc_num,Number of incident tuberculosis cases,2018,2018,2018,Sex,BTSX,Both sexes,449000.0,449 000 [293 000-638 000],293000.0,638000.0
TB_e_inc_num,Number of incident tuberculosis cases,2015,2015,2015,Sex,BTSX,Both sexes,418000.0,418 000 [273 000-593 000],273000.0,593000.0
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",2006,2006,2006,Sex,BTSX,Both sexes,69000.0,69 000 [26 000-133 000],26000.0,133000.0
TB_c_mdr_tx,Cases started on MDR-TB treatment,2014,2014,2014,Sex,BTSX,Both sexes,423.0,423,53944.528461538466,122130.61538461539
TB_c_new_tsr,Treatment success rate: new TB cases,2010,2010,2010,Sex,BTSX,Both sexes,81.0,81,53944.528461538466,122130.61538461539
TB_e_inc_rr_num,Estimated number of MDR/RR-TB incident cases,2015,2015,2015,Sex,BTSX,Both sexes,22000.0,22 000 [13 000-31 000],13000.0,31000.0
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,2009,2009,2009,Sex,BTSX,Both sexes,80.0,80,53944.528461538466,122130.61538461539
TB_1,Tuberculosis treatment coverage,2005,2005,2005,Sex,BTSX,Both sexes,20.0,20 [14-31],14.0,31.0
TB_c_mdr_tx,Cases started on MDR-TB treatment,2021,2021,2021,Sex,BTSX,Both sexes,2197.0,2197,53944.528461538466,122130.61538461539
TB_c_new_tsr,Treatment success rate: new TB cases,2007,2007,2007,Sex,BTSX,Both sexes,82.0,82,53944.528461538466,122130.61538461539
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,1999,1999,1999,Sex,BTSX,Both sexes,74.0,74,53944.528461538466,122130.61538461539
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),2022,2022,2022,Sex,BTSX,Both sexes,91.0,91,53944.528461538466,122130.61538461539
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,2015,2015,2015,Sex,BTSX,Both sexes,84.0,84,53944.528461538466,122130.61538461539
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,2009,2009,2009,Sex,BTSX,Both sexes,47.0,47,53944.528461538466,122130.61538461539
TB_1,Tuberculosis treatment coverage,2007,2007,2007,Sex,BTSX,Both sexes,25.0,25 [17-38],17.0,38.0
TB_c_new_tsr,Treatment success rate: new TB cases,2021,2021,2021,Sex,BTSX,Both sexes,91.0,91,53944.528461538466,122130.61538461539
TB_hivtest_pct,TB patients with known HIV status (%),2005,2005,2005,Sex,BTSX,Both sexes,10.0,10,53944.528461538466,122130.61538461539
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),2023,2023,2023,Sex,BTSX,Both sexes,93.0,93,53944.528461538466,122130.61538461539
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),2010,2010,2010,Sex,BTSX,Both sexes,25.0,25,53944.528461538466,122130.61538461539
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),2000,2000,2000,Sex,BTSX,Both sexes,219.0,219 [143-311],143.0,311.0
TB_1,Tuberculosis treatment coverage,2003,2003,2003,Sex,BTSX,Both sexes,15.0,15 [10-23],10.0,23.0
TB_e_inc_rr_num,Estimated number of MDR/RR-TB incident cases,2016,2016,2016,Sex,BTSX,Both sexes,20000.0,20 000 [12 000-28 000],12000.0,28000.0
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",2005,2005,2005,Sex,BTSX,Both sexes,64000.0,64 000 [24 000-124 000],24000.0,124000.0
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",2010,2010,2010,Sex,BTSX,Both sexes,90000.0,90 000 [59 000-128 000],59000.0,128000.0
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),2018,2018,2018,Sex,BTSX,Both sexes,12.0,12,53944.528461538466,122130.61538461539
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),2008,2008,2008,Sex,BTSX,Both sexes,0.27,0.27,53944.528461538466,122130.61538461539
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,2009,2009,2009,Sex,BTSX,Both sexes,81.0,81,53944.528461538466,122130.61538461539
TB_hivtest_pct,TB patients with known HIV status (%),2021,2021,2021,Sex,BTSX,Both sexes,97.0,97,53944.528461538466,122130.61538461539
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,2018,2018,2018,Sex,BTSX,Both sexes,2275.0,2275,53944.528461538466,122130.61538461539
TB_c_new_tsr,Treatment success rate: new TB cases,1996,1996,1996,Sex,BTSX,Both sexes,32.0,32,53944.528461538466,122130.61538461539
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",2020,2020,2020,Sex,BTSX,Both sexes,35000.0,35 000 [23 000-50 000],23000.0,50000.0
TB_c_new_tsr,Treatment success rate: new TB cases,2006,2006,2006,Sex,BTSX,Both sexes,76.0,76,53944.528461538466,122130.61538461539
TB_c_mdr_tx,Cases started on MDR-TB treatment,2016,2016,2016,Sex,BTSX,Both sexes,1251.0,1251,53944.528461538466,122130.61538461539
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",2018,2018,2018,Sex,BTSX,Both sexes,55000.0,55 000 [36 000-78 000],36000.0,78000.0
TB_c_new_tsr,Treatment success rate: new TB cases,2002,2002,2002,Sex,BTSX,Both sexes,79.0,79,53944.528461538466,122130.61538461539
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,2020,2020,2020,Sex,BTSX,Both sexes,2061.0,2061,53944.528461538466,122130.61538461539
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",2004,2004,2004,Sex,BTSX,Both sexes,61000.0,61 000 [22 000-119 000],22000.0,119000.0
TB_c_mdr_tx,Cases started on MDR-TB treatment,2009,2009,2009,Sex,BTSX,Both sexes,0.0,0,53944.528461538466,122130.61538461539
TB_c_new_tsr,Treatment success rate: new TB cases,2000,2000,2000,Sex,BTSX,Both sexes,79.0,79,53944.528461538466,122130.61538461539
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),2019,2019,2019,Sex,BTSX,Both sexes,79.0,79,53944.528461538466,122130.61538461539
TB_c_new_tsr,Treatment success rate: new TB cases,2015,2015,2015,Sex,BTSX,Both sexes,84.0,84,53944.528461538466,122130.61538461539
TB_1,Tuberculosis treatment coverage,2021,2021,2021,Sex,BTSX,Both sexes,43.0,43 [30-66],30.0,66.0
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),2022,2022,2022,Sex,BTSX,Both sexes,219.0,219 [143-311],143.0,311.0
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),2015,2015,2015,Sex,BTSX,Both sexes,64.0,64,53944.528461538466,122130.61538461539
TB_c_newinc,Tuberculosis - new and relapse cases,2011,2011,2011,Sex,BTSX,Both sexes,86778.0,86 778,53944.528461538466,122130.61538461539
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",2008,2008,2008,Sex,BTSX,Both sexes,94000.0,94 000 [61 000-134 000],61000.0,134000.0
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,2019,2019,2019,Sex,BTSX,Both sexes,2384.0,2384,53944.528461538466,122130.61538461539
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),2011,2011,2011,Sex,BTSX,Both sexes,63.0,63,53944.528461538466,122130.61538461539
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,2014,2014,2014,Sex,BTSX,Both sexes,83.0,83,53944.528461538466,122130.61538461539
TB_hivtest_pct,TB patients with known HIV status (%),2019,2019,2019,Sex,BTSX,Both sexes,97.0,97,53944.528461538466,122130.61538461539
TB_e_inc_num,Number of incident tuberculosis cases,2006,2006,2006,Sex,BTSX,Both sexes,327000.0,327 000 [213 000-464 000],213000.0,464000.0
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),2015,2015,2015,Sex,BTSX,Both sexes,64.0,64,53944.528461538466,122130.61538461539
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),2015,2015,2015,Sex,BTSX,Both sexes,219.0,219 [143-311],143.0,311.0
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),2011,2011,2011,Sex,BTSX,Both sexes,57.0,57 [37-80],37.0,80.0
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),2021,2021,2021,Sex,BTSX,Both sexes,219.0,219 [143-311],143.0,311.0
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),2017,2017,2017,Sex,BTSX,Both sexes,61.0,61,53944.528461538466,122130.61538461539
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,2017,2017,2017,Sex,BTSX,Both sexes,2286.0,2286,53944.528461538466,122130.61538461539
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),2012,2012,2012,Sex,BTSX,Both sexes,23.0,23,53944.528461538466,122130.61538461539
TB_c_newinc,Tuberculosis - new and relapse cases,2019,2019,2019,Sex,BTSX,Both sexes,117320.0,117 320,53944.528461538466,122130.61538461539
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),2018,2018,2018,Sex,BTSX,Both sexes,78.0,78,53944.528461538466,122130.61538461539
TB_c_new_tsr,Treatment success rate: new TB cases,2012,2012,2012,Sex,BTSX,Both sexes,86.0,86,53944.528461538466,122130.61538461539
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),2013,2013,2013,Sex,BTSX,Both sexes,77.0,77,53944.528461538466,122130.61538461539
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),2011,2011,2011,Sex,BTSX,Both sexes,26.0,26,53944.528461538466,122130.61538461539
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),2006,2006,2006,Sex,BTSX,Both sexes,46.0,46 [17-89],17.0,89.0
TB_e_inc_num,Number of incident tuberculosis cases,2013,2013,2013,Sex,BTSX,Both sexes,397000.0,397 000 [259 000-563 000],259000.0,563000.0
TB_e_inc_rr_num,Estimated number of MDR/RR-TB incident cases,2017,2017,2017,Sex,BTSX,Both sexes,18000.0,18 000 [11 000-25 000],11000.0,25000.0
TB_c_mdr_tx,Cases started on MDR-TB treatment,2015,2015,2015,Sex,BTSX,Both sexes,656.0,656,53944.528461538466,122130.61538461539
TB_1,Tuberculosis treatment coverage,2004,2004,2004,Sex,BTSX,Both sexes,19.0,19 [13-29],13.0,29.0
TB_1,Tuberculosis treatment coverage,2014,2014,2014,Sex,BTSX,Both sexes,21.0,21 [15-33],15.0,33.0
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),2012,2012,2012,Sex,BTSX,Both sexes,51.0,51 [33-73],33.0,73.0
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),2020,2020,2020,Sex,BTSX,Both sexes,17.0,17 [11-24],11.0,24.0
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),2014,2014,2014,Sex,BTSX,Both sexes,19.0,19,53944.528461538466,122130.61538461539
TB_e_inc_num,Number of incident tuberculosis cases,2019,2019,2019,Sex,BTSX,Both sexes,459000.0,459 000 [299 000-652 000],299000.0,652000.0
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),2023,2023,2023,Sex,BTSX,Both sexes,84.0,84,53944.528461538466,122130.61538461539
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,2010,2010,2010,Sex,BTSX,Both sexes,26.0,26,53944.528461538466,122130.61538461539
TB_1,Tuberculosis treatment coverage,2016,2016,2016,Sex,BTSX,Both sexes,23.0,23 [16-35],16.0,35.0
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),2016,2016,2016,Sex,BTSX,Both sexes,34.0,34 [22-49],22.0,49.0
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,2022,2022,2022,Sex,BTSX,Both sexes,81.0,81,53944.528461538466,122130.61538461539
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),2017,2017,2017,Sex,BTSX,Both sexes,55.0,55,53944.528461538466,122130.61538461539
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,2006,2006,2006,Sex,BTSX,Both sexes,77.0,77,53944.528461538466,122130.61538461539
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,1996,1996,1996,Sex,BTSX,Both sexes,71.0,71,53944.528461538466,122130.61538461539
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),2017,2017,2017,Sex,BTSX,Both sexes,219.0,219 [143-311],143.0,311.0
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),2019,2019,2019,Sex,BTSX,Both sexes,91.0,91,53944.528461538466,122130.61538461539
TB_c_new_tsr,Treatment success rate: new TB cases,1999,1999,1999,Sex,BTSX,Both sexes,75.0,75,53944.528461538466,122130.61538461539
TB_hivtest_pct,TB patients with known HIV status (%),2007,2007,2007,Sex,BTSX,Both sexes,32.0,32,53944.528461538466,122130.61538461539
